date,equity,drawdown,position,xgb_signal,ppo_signal,sentiment_signal
0,1.0,0.0,0,-1,1,1
1,1.0,0.0,0,1,0,1
2,1.0,0.0,0,-1,0,1
3,1.0,0.0,0,1,0,1
4,1.0,0.0,0,-1,1,1
5,1.0,0.0,0,0,1,1
6,1.0,0.0,0,-1,1,1
7,1.0,0.0,0,-1,1,1
8,1.0,0.0,0,-1,0,1
9,1.0,0.0,0,-1,0,1
10,1.0,0.0,0,1,0,1
11,1.0,0.0,0,1,0,1
12,1.0,0.0,0,-1,1,1
13,1.0,0.0,0,1,0,1
14,1.0,0.0,0,-1,0,1
15,1.0,0.0,0,-1,1,1
16,1.0,0.0,0,-1,0,1
17,1.0,0.0,0,-1,0,1
18,1.0,0.0,0,-1,0,1
19,1.0,0.0,0,1,0,1
20,1.0,0.0,0,-1,0,1
21,1.0,0.0,0,-1,0,1
22,1.0,0.0,0,-1,0,1
23,1.0,0.0,0,1,0,1
24,1.0285200541237929,0.0,1,1,1,1
25,1.0444554113654279,0.0,1,1,1,1
26,1.0434109559540625,-0.0009999999999999068,0,-1,1,1
27,1.0250824004279158,-0.018548432730302527,1,1,1,1
28,1.0264766891698633,-0.01721348944141209,1,1,1,1
29,1.0387391942310966,-0.0054729163850645995,1,1,1,1
30,1.051287697448627,0.0,1,1,1,1
31,1.054040477432986,0.0,1,1,1,1
32,1.0529864369555528,-0.0010000000000000811,0,-1,1,1
33,1.0529864369555528,-0.0010000000000000811,0,-1,1,1
34,1.044204765417313,-0.009331436720178748,1,1,1,1
35,1.0431605606518957,-0.01032210528345859,0,-1,1,1
36,1.0431605606518957,-0.01032210528345859,0,-1,1,1
37,1.0431605606518957,-0.01032210528345859,0,-1,-1,1
38,1.0431605606518957,-0.01032210528345859,0,-1,0,1
39,1.0431605606518957,-0.01032210528345859,0,-1,0,1
40,1.0431605606518957,-0.01032210528345859,0,-1,0,1
41,1.0431605606518957,-0.01032210528345859,0,-1,0,1
42,1.0431605606518957,-0.01032210528345859,0,1,0,1
43,1.0431605606518957,-0.01032210528345859,0,-1,1,1
44,1.0431605606518957,-0.01032210528345859,0,-1,1,1
45,1.0431605606518957,-0.01032210528345859,0,-1,0,1
46,1.0431605606518957,-0.01032210528345859,0,-1,0,1
47,1.0431605606518957,-0.01032210528345859,0,1,0,1
48,1.0431605606518957,-0.01032210528345859,0,-1,1,1
49,1.0431605606518957,-0.01032210528345859,0,1,0,1
50,1.0431605606518957,-0.01032210528345859,0,-1,1,1
51,1.0431605606518957,-0.01032210528345859,0,-1,0,1
52,1.0431605606518957,-0.01032210528345859,0,-1,1,1
53,1.0431605606518957,-0.01032210528345859,0,-1,1,1
54,0.9874012655418737,-0.06322263074128387,1,1,1,1
55,0.9864138642763318,-0.06415940811054258,0,-1,1,1
56,0.9864138642763318,-0.06415940811054258,0,1,0,1
57,1.0516495397035905,-0.0022683547554248184,1,1,1,1
58,1.050597890163887,-0.0032660864006693,0,-1,1,1
59,1.050597890163887,-0.0032660864006693,0,-1,1,1
60,1.050597890163887,-0.0032660864006693,0,-1,1,1
61,1.0148921541069802,-0.03714119539445741,1,1,1,1
62,1.0138772619528733,-0.03810405419906286,0,-1,1,1
63,1.0138772619528733,-0.03810405419906286,0,-1,1,1
64,1.0100481870176126,-0.04173681310846081,1,1,1,1
65,1.009038138830595,-0.0426950762953524,0,-1,1,1
66,0.9963583009750657,-0.05472482100345858,1,1,1,1
67,0.9953619426740906,-0.055670096182455164,0,-1,1,1
68,0.9953619426740906,-0.055670096182455164,0,-1,1,1
69,0.9614709808252303,-0.08782347413564201,1,1,1,1
70,0.9766893019181632,-0.07338539379740337,1,1,1,1
71,1.0234730077665442,-0.02900028065419829,1,1,1,1
72,1.0224495347587776,-0.029971280373544056,0,-1,1,1
73,1.0161249337837448,-0.03597162012371741,1,1,1,1
74,1.1198027183557964,0.0,1,1,1,1
75,1.12579760391214,0.0,1,1,1,1
76,1.1636554284466027,0.0,1,1,1,1
77,1.162491773018156,-0.001000000000000043,0,-1,1,1
78,1.162491773018156,-0.001000000000000043,0,-1,1,1
79,1.1603524192281967,-0.0028384770419671197,1,1,1,1
80,1.1591920668089684,-0.0038356385649252365,0,-1,1,1
81,1.1336788320974556,-0.025760715428590233,1,1,1,1
82,1.153781942051737,-0.00848488835569318,1,1,1,1
83,1.1538610362548356,-0.008416917888521313,1,1,1,1
84,1.1903547851878151,0.0,1,1,1,1
85,1.2336814295970324,0.0,1,1,1,1
86,1.2324477481674354,-0.0009999999999999827,0,-1,1,1
87,1.154968861437264,-0.06380299344011281,1,1,1,1
88,1.1538138925758268,-0.06473919044667263,0,-1,1,1
89,1.1060124598885541,-0.10348617288515065,1,1,1,1
90,1.1049064474286656,-0.10438268671226546,0,-1,1,1
91,1.1049064474286656,-0.10438268671226546,0,-1,1,1
92,1.079375844205138,-0.1250773349504795,1,1,1,1
93,1.0983755261658323,-0.10967653414009496,1,1,1,1
94,1.0972771506396666,-0.1105668576059548,0,-1,1,1
95,1.0972771506396666,-0.1105668576059548,0,0,1,1
96,1.0904311646923823,-0.11611609080590693,1,1,1,1
97,1.106894250405634,-0.1027714093360487,1,1,1,1
98,1.1057873561552285,-0.10366863792671259,0,0,1,1
99,1.1057873561552285,-0.10366863792671259,0,1,-1,1
100,1.1469301471663724,-0.0703190307881965,1,1,1,1
101,1.1585099034942625,-0.06093268837427811,1,1,1,1
102,1.1629985755820051,-0.057294251432572024,1,1,1,1
103,1.191778356654027,-0.03396587801171051,1,1,1,1
104,1.190586578297373,-0.03493191213369875,0,-1,1,1
105,1.190586578297373,-0.03493191213369875,0,0,-1,1
106,1.190586578297373,-0.03493191213369875,0,1,-1,1
107,1.190586578297373,-0.03493191213369875,0,0,-1,1
108,1.190586578297373,-0.03493191213369875,0,1,-1,1
109,1.190586578297373,-0.03493191213369875,0,1,-1,1
110,1.190586578297373,-0.03493191213369875,0,1,-1,1
111,1.190586578297373,-0.03493191213369875,0,0,-1,1
112,1.190586578297373,-0.03493191213369875,0,1,-1,1
113,1.190586578297373,-0.03493191213369875,0,1,-1,1
114,1.190586578297373,-0.03493191213369875,0,-1,-1,1
115,1.190586578297373,-0.03493191213369875,0,-1,-1,1
116,1.190586578297373,-0.03493191213369875,0,1,0,1
117,1.190586578297373,-0.03493191213369875,0,0,0,1
118,1.190586578297373,-0.03493191213369875,0,1,0,1
119,1.190586578297373,-0.03493191213369875,0,-1,0,1
120,1.190586578297373,-0.03493191213369875,0,-1,0,1
121,1.190586578297373,-0.03493191213369875,0,1,0,1
122,1.190586578297373,-0.03493191213369875,0,1,0,1
123,1.190586578297373,-0.03493191213369875,0,1,0,1
124,1.190586578297373,-0.03493191213369875,0,1,0,1
125,1.190586578297373,-0.03493191213369875,0,-1,0,1
126,1.190586578297373,-0.03493191213369875,0,-1,0,1
127,1.190586578297373,-0.03493191213369875,0,1,0,1
128,1.190586578297373,-0.03493191213369875,0,1,0,1
129,1.190586578297373,-0.03493191213369875,0,1,0,1
130,1.190586578297373,-0.03493191213369875,0,-1,0,1
131,1.190586578297373,-0.03493191213369875,0,-1,0,1
132,1.190586578297373,-0.03493191213369875,0,-1,0,1
133,1.190586578297373,-0.03493191213369875,0,1,0,1
134,1.190586578297373,-0.03493191213369875,0,1,0,1
135,1.190586578297373,-0.03493191213369875,0,0,0,1
136,1.190586578297373,-0.03493191213369875,0,1,0,1
137,1.190586578297373,-0.03493191213369875,0,1,0,1
138,1.190586578297373,-0.03493191213369875,0,0,1,1
139,1.2405128600471145,0.0,1,1,1,1
140,1.2463219239111174,0.0,1,1,1,1
141,1.2450756019872062,-0.0010000000000000378,0,-1,1,1
142,1.2450756019872062,-0.0010000000000000378,0,1,0,1
143,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
144,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
145,1.2450756019872062,-0.0010000000000000378,0,1,0,1
146,1.2450756019872062,-0.0010000000000000378,0,-1,1,1
147,1.2450756019872062,-0.0010000000000000378,0,1,0,1
148,1.2450756019872062,-0.0010000000000000378,0,1,0,1
149,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
150,1.2450756019872062,-0.0010000000000000378,0,1,0,1
151,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
152,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
153,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
154,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
155,1.2450756019872062,-0.0010000000000000378,0,1,0,1
156,1.2450756019872062,-0.0010000000000000378,0,1,0,1
157,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
158,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
159,1.2450756019872062,-0.0010000000000000378,0,1,0,1
160,1.2450756019872062,-0.0010000000000000378,0,0,0,1
161,1.2450756019872062,-0.0010000000000000378,0,1,0,1
162,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
163,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
164,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
165,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
166,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
167,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
168,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
169,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
170,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
171,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
172,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
173,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
174,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
175,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
176,1.2450756019872062,-0.0010000000000000378,0,0,-1,1
177,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
178,1.2450756019872062,-0.0010000000000000378,0,1,0,1
179,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
180,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
181,1.2450756019872062,-0.0010000000000000378,0,0,0,1
182,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
183,1.2450756019872062,-0.0010000000000000378,0,1,0,1
184,1.2450756019872062,-0.0010000000000000378,0,0,0,1
185,1.2450756019872062,-0.0010000000000000378,0,1,0,1
186,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
187,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
188,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
189,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
190,1.2450756019872062,-0.0010000000000000378,0,1,0,1
191,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
192,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
193,1.2450756019872062,-0.0010000000000000378,0,0,-1,1
194,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
195,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
196,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
197,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
198,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
199,1.2450756019872062,-0.0010000000000000378,0,0,-1,1
200,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
201,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
202,1.2450756019872062,-0.0010000000000000378,0,1,-1,1
203,1.2450756019872062,-0.0010000000000000378,0,-1,-1,1
204,1.2450756019872062,-0.0010000000000000378,0,1,0,1
205,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
206,1.2450756019872062,-0.0010000000000000378,0,1,0,1
207,1.2450756019872062,-0.0010000000000000378,0,1,0,1
208,1.2450756019872062,-0.0010000000000000378,0,-1,0,1
209,1.2450756019872062,-0.0010000000000000378,0,1,0,1
210,1.2450756019872062,-0.0010000000000000378,0,1,0,1
211,1.2450756019872062,-0.0010000000000000378,0,1,0,1
212,1.2450756019872062,-0.0010000000000000378,0,1,0,1
213,1.2450756019872062,-0.0010000000000000378,0,1,0,1
214,1.257053479357551,0.0,1,1,1,1
215,1.2557964258781935,-0.0009999999999999202,0,-1,1,1
216,1.2557964258781935,-0.0009999999999999202,0,-1,0,1
217,1.2557964258781935,-0.0009999999999999202,0,1,0,1
218,1.2649421843838835,0.0,1,1,1,1
219,1.2636772421994997,-0.0009999999999999159,0,-1,1,1
220,1.2636772421994997,-0.0009999999999999159,0,-1,0,1
221,1.2636772421994997,-0.0009999999999999159,0,-1,1,1
222,1.2636772421994997,-0.0009999999999999159,0,-1,1,1
223,1.2636772421994997,-0.0009999999999999159,0,1,0,1
224,1.296475293342919,0.0,1,1,1,1
225,1.2951788180495762,-0.0009999999999999614,0,-1,1,1
226,1.2831676674419843,-0.010264465485201449,1,1,1,1
227,1.2818844997745422,-0.011254201019716317,0,-1,1,1
228,1.2656343555879186,-0.023788295784239875,1,1,1,1
229,1.2820959136116297,-0.011091132862403173,1,1,1,1
230,1.2842273890386857,-0.009447078835303196,1,1,1,1
231,1.282943161649647,-0.010437631756467959,0,-1,1,1
232,1.282943161649647,-0.010437631756467959,0,1,-1,1
233,1.289205983208245,-0.005606979301495562,1,1,1,1
234,1.2879167772250368,-0.006601372322193986,0,1,-1,1
235,1.2879167772250368,-0.006601372322193986,0,-1,1,1
236,1.2879167772250368,-0.006601372322193986,0,-1,-1,1
237,1.2879167772250368,-0.006601372322193986,0,-1,1,1
238,1.2879167772250368,-0.006601372322193986,0,-1,-1,1
239,1.2879167772250368,-0.006601372322193986,0,1,-1,1
240,1.2880639164483056,-0.0064878805927145785,1,1,1,1
241,1.293961557238691,-0.0019389001218422122,1,1,1,1
242,1.2926675956814524,-0.0029369612217203843,0,0,1,1
243,1.2926675956814524,-0.0029369612217203843,0,-1,-1,1
244,1.2926675956814524,-0.0029369612217203843,0,1,-1,1
245,1.2926675956814524,-0.0029369612217203843,0,1,-1,1
246,1.3248246144176248,0.0,1,1,1,1
247,1.3234997898032073,-0.0009999999999999202,0,-1,1,1
248,1.3234997898032073,-0.0009999999999999202,0,1,-1,1
249,1.3234997898032073,-0.0009999999999999202,0,-1,-1,1
250,1.3234997898032073,-0.0009999999999999202,0,1,-1,1
251,1.323642948646336,-0.0008919412867402898,1,1,1,1
252,1.3223193056976896,-0.001891049345453512,0,-1,-1,1
253,1.3223193056976896,-0.001891049345453512,0,-1,-1,1
254,1.3223193056976896,-0.001891049345453512,0,-1,-1,1
255,1.3223193056976896,-0.001891049345453512,0,1,-1,1
256,1.3223193056976896,-0.001891049345453512,0,1,-1,1
257,1.3223193056976896,-0.001891049345453512,0,1,-1,1
258,1.3223193056976896,-0.001891049345453512,0,-1,1,1
259,1.3223193056976896,-0.001891049345453512,0,1,-1,1
260,1.3223193056976896,-0.001891049345453512,0,-1,1,1
261,1.3223193056976896,-0.001891049345453512,0,1,-1,1
262,1.35273343033138,0.0,1,1,1,1
263,1.3748591455009436,0.0,1,1,1,1
264,1.4009735167516448,0.0,1,1,1,1
265,1.399572543234893,-0.0010000000000000568,0,-1,1,1
266,1.399572543234893,-0.0010000000000000568,0,-1,1,1
267,1.399572543234893,-0.0010000000000000568,0,-1,-1,1
268,1.399572543234893,-0.0010000000000000568,0,-1,0,1
269,1.399572543234893,-0.0010000000000000568,0,-1,0,1
270,1.399572543234893,-0.0010000000000000568,0,1,0,1
271,1.438710034331715,0.0,1,1,1,1
272,1.4618623868076939,0.0,1,1,1,1
273,1.4604005244208862,-0.0009999999999999887,0,-1,1,1
274,1.4604005244208862,-0.0009999999999999887,0,-1,1,1
275,1.4585226814338508,-0.0022845552385653027,1,1,1,1
276,1.4795239311025266,0.0,1,1,1,1
277,1.48308724293219,0.0,1,1,1,1
278,1.4968479616832302,0.0,1,1,1,1
279,1.495351113721547,-0.0010000000000000176,0,-1,1,1
280,1.495351113721547,-0.0010000000000000176,0,-1,1,1
281,1.487263787701873,-0.006402904120321996,1,1,1,1
282,1.5069466901609523,0.0,1,1,1,1
283,1.5054397434707913,-0.00099999999999999,0,-1,1,1
284,1.492697239551431,-0.009455842534150475,1,1,1,1
285,1.4912045423118796,-0.010446386691616355,0,0,1,1
286,1.4379587605536488,-0.04577994036400525,1,1,1,1
287,1.448950613087322,-0.03848581867712648,1,1,1,1
288,1.4758394317559176,-0.020642573893381876,1,1,1,1
289,1.4743635923241616,-0.021621931319488547,0,-1,1,1
290,1.4743635923241616,-0.021621931319488547,0,1,0,1
291,1.4841282371889726,-0.015142176641658464,1,1,1,1
292,1.4871646880556566,-0.0131272076407579,1,1,1,1
293,1.485677523367601,-0.01411408043311714,0,-1,1,1
294,1.466481903433146,-0.02685216868785476,1,1,1,1
295,1.468402708913569,-0.02557753469252889,1,1,1,1
296,1.4669343062046554,-0.026551957157836363,0,-1,1,1
297,1.4669343062046554,-0.026551957157836363,0,-1,1,1
298,1.4669343062046554,-0.026551957157836363,0,-1,0,1
299,1.4669343062046554,-0.026551957157836363,0,-1,0,1
300,1.4669343062046554,-0.026551957157836363,0,-1,0,1
301,1.4669343062046554,-0.026551957157836363,0,-1,0,1
302,1.4669343062046554,-0.026551957157836363,0,-1,0,1
303,1.4669343062046554,-0.026551957157836363,0,1,0,1
304,1.4669343062046554,-0.026551957157836363,0,-1,0,1
305,1.4669343062046554,-0.026551957157836363,0,0,0,1
306,1.4669343062046554,-0.026551957157836363,0,-1,0,1
307,1.4669343062046554,-0.026551957157836363,0,-1,0,1
308,1.4669343062046554,-0.026551957157836363,0,1,0,1
309,1.4669343062046554,-0.026551957157836363,0,1,0,1
310,1.4669343062046554,-0.026551957157836363,0,-1,0,1
311,1.4669343062046554,-0.026551957157836363,0,1,0,1
312,1.4669343062046554,-0.026551957157836363,0,-1,0,1
313,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
314,1.4669343062046554,-0.026551957157836363,0,1,-1,1
315,1.4669343062046554,-0.026551957157836363,0,1,-1,1
316,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
317,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
318,1.4669343062046554,-0.026551957157836363,0,1,-1,1
319,1.4669343062046554,-0.026551957157836363,0,0,-1,1
320,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
321,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
322,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
323,1.4669343062046554,-0.026551957157836363,0,1,-1,1
324,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
325,1.4669343062046554,-0.026551957157836363,0,1,-1,1
326,1.4669343062046554,-0.026551957157836363,0,1,-1,1
327,1.4669343062046554,-0.026551957157836363,0,1,-1,1
328,1.4669343062046554,-0.026551957157836363,0,1,-1,1
329,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
330,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
331,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
332,1.4669343062046554,-0.026551957157836363,0,0,-1,1
333,1.4669343062046554,-0.026551957157836363,0,1,-1,1
334,1.4669343062046554,-0.026551957157836363,0,1,-1,1
335,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
336,1.4669343062046554,-0.026551957157836363,0,1,-1,1
337,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
338,1.4669343062046554,-0.026551957157836363,0,1,-1,1
339,1.4669343062046554,-0.026551957157836363,0,1,-1,1
340,1.4669343062046554,-0.026551957157836363,0,1,-1,1
341,1.4669343062046554,-0.026551957157836363,0,1,-1,1
342,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
343,1.4669343062046554,-0.026551957157836363,0,1,-1,1
344,1.4669343062046554,-0.026551957157836363,0,-1,-1,1
345,1.4669343062046554,-0.026551957157836363,0,0,-1,1
346,1.4669343062046554,-0.026551957157836363,0,1,-1,1
347,1.4669343062046554,-0.026551957157836363,0,1,-1,1
348,1.4669343062046554,-0.026551957157836363,0,1,-1,1
349,1.4669343062046554,-0.026551957157836363,0,1,-1,1
350,1.5113352845152008,0.0,1,1,1,1
351,1.5173518547027451,0.0,1,1,1,1
352,1.5399837330105908,0.0,1,1,1,1
353,1.5384437492775802,-0.0009999999999999825,0,-1,1,1
354,1.5235723568755373,-0.010656850318132962,1,1,1,1
355,1.5220487845186617,-0.01164619346781488,0,-1,1,1
356,1.5220487845186617,-0.01164619346781488,0,-1,1,1
357,1.4933104789033556,-0.03030762800071359,1,1,1,1
358,1.4988031417830932,-0.026740926118090633,1,1,1,1
359,1.5195034617813368,-0.013299017898855398,1,1,1,1
360,1.5413024051583528,0.0,1,1,1,1
361,1.5397611027531946,-0.0009999999999999415,0,0,1,1
362,1.5119427152368385,-0.019048623958059594,1,1,1,1
363,1.5147114733046168,-0.017252248335396663,1,1,1,1
364,1.5131967618313122,-0.0182349960870612,0,1,0,1
365,1.5131967618313122,-0.0182349960870612,0,-1,1,1
366,1.5131967618313122,-0.0182349960870612,0,-1,0,1
367,1.5131967618313122,-0.0182349960870612,0,-1,0,1
368,1.5131967618313122,-0.0182349960870612,0,-1,0,1
369,1.5131967618313122,-0.0182349960870612,0,-1,0,1
370,1.5131967618313122,-0.0182349960870612,0,1,0,1
371,1.5131967618313122,-0.0182349960870612,0,1,0,1
372,1.5131967618313122,-0.0182349960870612,0,0,0,1
373,1.5131967618313122,-0.0182349960870612,0,0,0,1
374,1.5131967618313122,-0.0182349960870612,0,1,0,1
375,1.5131967618313122,-0.0182349960870612,0,-1,0,1
376,1.5131967618313122,-0.0182349960870612,0,-1,0,1
377,1.5131967618313122,-0.0182349960870612,0,-1,0,1
378,1.5131967618313122,-0.0182349960870612,0,-1,0,1
379,1.5131967618313122,-0.0182349960870612,0,1,0,1
380,1.5131967618313122,-0.0182349960870612,0,1,0,1
381,1.5131967618313122,-0.0182349960870612,0,-1,0,1
382,1.5131967618313122,-0.0182349960870612,0,-1,0,1
